###Input_File	Marker	keep_Audio	Start_formatiert	Ende_formatiert	Start_(sek.)	Ende_(sek.)	Länge_(sek.)	Beschreibung	Ort	Lokation	DateTime	AddToStart	1.0
MpCqG_M50_4903.jpg		no	2:43	2:48	162.900	167.900	5.000	In der barocken Klosterkirche Sießen bei Bad Saulgau	Bad Saulgau	Sießen	4.4.25 (Fr) 10:55
MpDbA_M50_4905.jpg		no	2:48	2:53	167.900	172.900	5.000	In der barocken Klosterkirche Sießen bei Bad Saulgau	Bad Saulgau	Sießen	4.4.25 (Fr) 11:00
MpDjB_M50_4908.jpg		no	2:53	2:58	172.900	177.900	5.000	Bei der barocken Klosterkirche Sießen bei Bad Saulgau	Bad Saulgau	Sießen	4.4.25 (Fr) 11:03
MuIuM_iPhSE_8209.jpg	x	no	2:58	3:03	177.900	182.900	5.000	In der Johann Baptist Kapelle auf dem Bussen bei Riedlingen	Uttenweiler	Bussen	5.4.25 (Sa) 12:29
MuJoR_iPhSE_8212.jpg		no	3:03	3:08	182.900	187.900	5.000	Die Johann Baptist Kapelle auf dem Bussen bei Riedlingen	Uttenweiler	Bussen	5.4.25 (Sa) 12:38
MuKiW_iPhSE_8214.jpg		no	3:08	3:13	187.900	192.900	5.000	Auf dem Bussen bei Riedlingen	Uttenweiler	Bussen	5.4.25 (Sa) 12:47
MyUgP_M50_4911.jpg	x	no	3:13	3:18	192.900	197.900	5.000	Im Donautal bei Sigmaringen	Inzigkofen	Dietfurt	6.4.25 (So) 10:10
MzCpZ_iPhSE_8217.jpg	x	no	3:18	3:23	197.900	202.900	5.000	Im historischen Kern von Meßkich	Meßkirch		6.4.25 (So) 11:45
MzCuJ_iPhSE_8220.jpg		no	3:23	3:28	202.900	207.900	5.000	Im historischen Kern von Meßkich	Meßkirch		6.4.25 (So) 11:46
MzCvC_iPhSE_8224.jpg		no	3:28	3:33	207.900	212.900	5.000	Im historischen Kern von Meßkich	Meßkirch		6.4.25 (So) 11:47
NdRiP_iPhSE_8226.jpg	x	no	3:33	3:38	212.900	217.900	5.000	Beim Kloster in Ochsenhausen	Ochsenhausen		7.4.25 (Mo) 10:02
