###Input_File	Marker	keep_Audio	Start_formatiert	Ende_formatiert	Start_(sek.)	Ende_(sek.)	Länge_(sek.)	Beschreibung	Ort	Lokation	DateTime
DnDyI_E400_7388.jpg		no	2:55	3:00	175.000	180.000	5.000	Im Dom zu Königslutter	Helmstedt	Königslutter	13.5.17 (Sa) 14:56
DnFaO_E400_7390.jpg		no	3:00	3:05	180.000	185.000	5.000	Dom zu Königslutter	Helmstedt	Königslutter	13.5.17 (Sa) 15:08
DnFdN_E400_7392.jpg		no	3:05	3:10	185.000	190.000	5.000	Dom zu Königslutter	Helmstedt	Königslutter	13.5.17 (Sa) 15:10
DnFlX_E400_7397.jpg		no	3:10	3:15	190.000	195.000	5.000	Dom zu Königslutter	Helmstedt	Königslutter	13.5.17 (Sa) 15:13
DqJqK_E400_7403.jpg		no	3:15	3:20	195.000	200.000	5.000	An der Elbe bei Grieben nahe Jerichow	Jerichow	Grieben	14.5.17 (So) 6:39
DtClC_E400_7431.jpg		no	3:20	3:25	200.000	205.000	5.000	An der Gierseilfähre über die Elbe bei Arneburg	Stendal	Arneburg	14.5.17 (So) 19:57
DwNnW_E400_7441.jpg		no	3:25	3:30	205.000	210.000	5.000	An der Gierseilfähre über die Elbe nach Sandau	Stendal	Büttnershof	15.5.17 (Mo) 12:41
DwNpE_E400_7443.jpg		no	3:30	3:35	210.000	215.000	5.000	An der Gierseilfähre über die Elbe nach Sandau	Stendal	Büttnershof	15.5.17 (Mo) 12:41
DxChT_E400_7449.jpg		no	3:35	3:40	215.000	220.000	5.000	An der Gierseilfähre über die Elbe nach Sandau	Stendal	Büttnershof	15.5.17 (Mo) 15:27
DxCiM_iPh5s_2738.jpg		no	3:40	3:45	220.000	225.000	5.000	An der Gierseilfähre über die Elbe nach Sandau	Stendal	Büttnershof	15.5.17 (Mo) 15:27
DxDoJ_E400_7459.jpg		no	3:45	3:50	225.000	230.000	5.000	An der Gierseilfähre über die Elbe nach Sandau	Stendal	Büttnershof	15.5.17 (Mo) 15:41
DxDxU_E400_7461.jpg		no	3:50	3:55	230.000	235.000	5.000	An der Gierseilfähre über die Elbe nach Sandau	Stendal	Büttnershof	15.5.17 (Mo) 15:45
DxWgE_E400_7466.jpg		no	3:55	4:00	235.000	240.000	5.000	An der Gierseilfähre über die Elbe bei Werben	Stendal	Werben (Elbe)	15.5.17 (Mo) 19:12
DxWkL_E400_7468.jpg		no	4:00	4:05	240.000	245.000	5.000	An der Gierseilfähre über die Elbe bei Werben	Stendal	Werben (Elbe)	15.5.17 (Mo) 19:14
DxXmJ_E400_7473.jpg		no	4:05	4:10	245.000	250.000	5.000	An der Gierseilfähre über die Elbe bei Werben	Stendal	Werben (Elbe)	15.5.17 (Mo) 19:26
DxXtN_E400_7474.jpg		no	4:10	4:15	250.000	255.000	5.000	An der Gierseilfähre über die Elbe bei Werben	Stendal	Werben (Elbe)	15.5.17 (Mo) 19:29
DxYoL_E400_7482.jpg		no	4:15	4:20	255.000	260.000	5.000	An der Gierseilfähre über die Elbe bei Werben	Stendal	Werben (Elbe)	15.5.17 (Mo) 19:38
DxZvN_E400_7483.jpg		no	4:20	4:25	260.000	265.000	5.000	An der Gierseilfähre über die Elbe bei Werben	Stendal	Werben (Elbe)	15.5.17 (Mo) 19:52
EuPlP_E400_7487.jpg		no	4:25	4:30	265.000	270.000	5.000	Auf dem Aussichtsturm Kniepenberg bei Hitzacker (Elbe)	Dannenberg	Neu Darchau	20.5.17 (Sa) 10:13
EuYyD_Scrsh_9310.jpg		no	4:30	4:35	270.000	275.000	5.000				20.5.17 (Sa) 12:00
EuYyE_Scrsh_9309.jpg		no	4:35	4:40	275.000	280.000	5.000				20.5.17 (Sa) 12:00
EuYyF_Scrsh_9311.jpg		no	4:40	4:45	280.000	285.000	5.000				20.5.17 (Sa) 12:00
